gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,pfam,og,name,TF,STING,cGLR
Spis_Spis18556_1,49.75414711,0.035374352,0.311360107,0.875129885,0.929322756,,,,FALSE,FALSE,FALSE
Spis_XP_022780865_1,2548.528628,0.016969794,0.11829373,0.875506319,0.929660965,COBRA1/,negative_elongation_factor_complex_member_B,,FALSE,FALSE,FALSE
Spis_XP_022788518_1,116.7907974,0.023838156,0.176346358,0.875599488,0.929660965,BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/,BTB.HG2.10:like:CCIN/GAN/KLHL11:likeclu:13,,FALSE,FALSE,FALSE
Spis_XP_022806305_1,17.45923876,0.034185104,0.295600152,0.875590827,0.929660965,HTH_Tnp_4/DDE_Tnp_4/,,,FALSE,FALSE,FALSE
Spis_XP_022805926_1,10.02863903,0.034960663,0.30694032,0.87556208,0.929660965,,loricrin-like,,FALSE,FALSE,FALSE
Spis_XP_022785621_1,8.00372837,0.038602899,0.370510813,0.875748832,0.929779414,,,,FALSE,FALSE,FALSE
Spis_Spis4937_1,104.9910846,-0.043721298,0.5633047,0.875898153,0.929897828,,,,FALSE,FALSE,FALSE
Spis_XP_022787930_1,1.84816291,-0.0435135,0.536799242,0.875972928,0.929937093,DNA_pol_B_2/DNA_pol_B_2/,,,FALSE,FALSE,FALSE
Spis_XP_022807960_1,5.624421388,-0.042934482,0.499243611,0.876065804,0.929967035,Laminin_G_3/,,,FALSE,FALSE,FALSE
Spis_Spis24343_1,3.58965614,-0.040157985,0.407155686,0.876114507,0.929967035,,,,FALSE,FALSE,FALSE
Spis_Spis8682_1,309.7161765,-0.026940765,0.208165009,0.876113884,0.929967035,,,,FALSE,FALSE,FALSE
Spis_XP_022808330_1,4.876558829,-0.038242058,0.366554547,0.87626258,0.930084091,DED/DED/,,,FALSE,FALSE,FALSE
Spis_XP_022793628_1,112.8265053,0.033786319,0.292722958,0.876312366,0.930096817,Peptidase_C14/Peptidase_C14/,caspase_3,,FALSE,FALSE,FALSE
Spis_XP_022784029_1,6379.898929,0.016554779,0.116019025,0.876382213,0.930130833,CSDE1,CSD.CSDE1,,TRUE,FALSE,FALSE
Spis_XP_022799849_1,1580.323942,0.019592838,0.140495696,0.876561167,0.93028064,TPR_8/TPR_16/,trafficking_protein_particle_complex_12,,FALSE,FALSE,FALSE
Spis_XP_022782846_1,1445.085048,0.020359653,0.147252894,0.876784771,0.93036254,Aminotran_1_2/,kynurenine_aminotransferase_3,,FALSE,FALSE,FALSE
Spis_XP_022783079_1,451.8378364,0.0282917,0.224530721,0.876787133,0.93036254,Pro_isomerase/,CWC27_spliceosome_associated_cyclophilin,,FALSE,FALSE,FALSE
Spis_XP_022790434_1,4.005496666,0.040582219,0.422796116,0.876681348,0.93036254,Integrase_H2C2/DUF5641/,,,FALSE,FALSE,FALSE
Spis_XP_022795321_1,2.164605252,0.043391721,0.56030026,0.876789567,0.93036254,,T-box.like:EOMES/TBR1/TBX19/TBX21/TBXT,,TRUE,FALSE,FALSE
Spis_XP_022785141_1,27.58879468,-0.0324234,0.276121887,0.876963209,0.930506668,CRAL_TRIO/,,,FALSE,FALSE,FALSE
Spis_XP_022777686_1,4.065471183,0.041685727,0.461053299,0.877088455,0.930599435,,THAP_finger.like:THAP6/THAP11,,TRUE,FALSE,FALSE
Spis_XP_022793447_1,21329.15378,0.023474003,0.175764389,0.877166292,0.930641895,Ribosomal_L6e_N/Ribosomal_L6e/,ribosomal_protein_L6,,FALSE,FALSE,FALSE
Spis_Spis20441_1,15.40617251,-0.034555144,0.308299226,0.877305754,0.93074973,,,,FALSE,FALSE,FALSE
Spis_XP_022792231_1,1838.717341,0.020947301,0.153213981,0.877396665,0.93080605,DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/,dynein_axonemal_heavy_chain_1,,FALSE,FALSE,FALSE
Spis_Spis13300_1,85.91932741,0.029495922,0.240368645,0.877458669,0.930831699,,,,FALSE,FALSE,FALSE
Spis_XP_022791999_1,8.382402576,-0.039542015,0.403958812,0.877596899,0.930938205,7tm_1/,GPCR-rhodopsin.HG14.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022800671_1,135.8981986,-0.024550663,0.187203871,0.877710075,0.931018127,,,,FALSE,FALSE,FALSE
Spis_XP_022778628_1,2082.372611,-0.015012474,0.105613403,0.877754838,0.931025476,WW/WW/,formin_binding_protein_4,,FALSE,FALSE,FALSE
Spis_XP_022789291_1,1.892174112,-0.042814996,0.534146102,0.877865108,0.931089381,,,,FALSE,FALSE,FALSE
Spis_XP_022789017_1,312.341177,0.027708524,0.220832822,0.87789076,0.931089381,,,,FALSE,FALSE,FALSE
Spis_XP_022805145_1,13076.31453,-0.026810287,0.211800668,0.878245389,0.931404225,Ribosomal_L6/Ribosomal_L6/,ribosomal_protein_L9,,FALSE,FALSE,FALSE
Spis_XP_022783617_1,6.704852883,0.035830928,0.333550452,0.878263314,0.931404225,7tm_1/,GPCR-rhodopsin.HG9.12:NA,,FALSE,FALSE,FALSE
Spis_XP_022799629_1,782.4601059,0.023926612,0.182474535,0.878424119,0.931534614,DUF1736/TPR_1/TPR_11/ANAPC3/TPR_16/,transmembrane_O_mannosyltransferase_targeting_cadherins_2,,FALSE,FALSE,FALSE
Spis_XP_022787241_1,84.63509925,0.025019726,0.193587621,0.878524494,0.931600911,Fibrinogen_C/,tenascin_R,,FALSE,FALSE,FALSE
Spis_XP_022778890_1,22.83918748,-0.030607899,0.257671659,0.878586226,0.931626227,GCP_N_terminal/,tubulin_gamma_complex_associated_protein_3,,FALSE,FALSE,FALSE
Spis_XP_022792806_1,531.8660472,0.02822583,0.22886474,0.878696836,0.931703367,,coiled_coil_domain_containing_170,,FALSE,FALSE,FALSE
Spis_Spis2319_1,1.351141315,-0.042256542,0.521468455,0.879015045,0.932000613,,,,FALSE,FALSE,FALSE
Spis_XP_022780205_1,2.553147147,-0.040009147,0.431097457,0.879288918,0.932206886,Peptidase_M13_N/Peptidase_M13/,endothelin_converting_enzyme_1,,FALSE,FALSE,FALSE
Spis_XP_022799021_1,285.3085217,-0.022054818,0.166278688,0.879323238,0.932206886,XLF/,non-homologous end-joining factor 1-like,,FALSE,FALSE,FALSE
Spis_XP_022801468_1,3054.269446,0.028060529,0.228627427,0.87931512,0.932206886,,,,FALSE,FALSE,FALSE
Spis_XP_022778081_1,13.80178858,0.032641371,0.288339534,0.879383039,0.932230122,,,,FALSE,FALSE,FALSE
Spis_XP_022805787_1,891.4580656,-0.029946462,0.252159738,0.879502521,0.93231662,DUF1011/,solute_carrier_family_52_member_3,,FALSE,FALSE,FALSE
Spis_XP_022782736_1,984.0875414,0.019862364,0.147154389,0.879704199,0.932490241,,,,FALSE,FALSE,FALSE
Spis_XP_022791647_1,773.5806767,0.029882324,0.252290266,0.879799458,0.932551045,SSF/,SSF.HG1.6:like:SLC5A5/SLC5A6/SLC5A8/SLC5A12:likeclu:7/8,,FALSE,FALSE,FALSE
Spis_Spis4559_1,1.590393104,-0.042268271,0.58208468,0.880034157,0.932739091,,,,FALSE,FALSE,FALSE
Spis_XP_022781668_1,4.480750488,-0.041274721,0.48657227,0.880090578,0.932739091,FGF/,FGF.HG1.33:like:FGF8/FGF17/FGF18:likeclu:34,,FALSE,FALSE,FALSE
Spis_XP_022804978_1,106.5649255,0.029261597,0.245302727,0.880069887,0.932739091,,,,FALSE,FALSE,FALSE
Spis_XP_022792712_1,839.9565406,0.02323702,0.179024666,0.880136544,0.932747634,,NFYA.like:NFYA,,TRUE,FALSE,FALSE
Spis_XP_022802685_1,5052.238305,0.026039859,0.208129732,0.880210702,0.932786053,Cytochrom_B558a/,cytochrome_b_245_alpha_chain,,FALSE,FALSE,FALSE
Spis_XP_022794901_1,1.418593539,-0.041836019,0.523014388,0.880263526,0.932801862,CLN3/,novel_protein,,FALSE,FALSE,FALSE
Spis_XP_022778981_1,580.7947508,0.025890686,0.206886026,0.880370531,0.932875081,DUF4371/,zinc_finger_protein_862,,FALSE,FALSE,FALSE
Spis_XP_022792297_1,4.479807186,-0.038033546,0.391320146,0.8806042,0.933042331,,,,FALSE,FALSE,FALSE
Spis_XP_022792164_1,1499.68331,0.013778476,0.098838191,0.880592236,0.933042331,Glyco_hydro_15/,phosphorylase_kinase_regulatory_subunit_alpha_2,,FALSE,FALSE,FALSE
Spis_XP_022795007_1,2.388908096,-0.041478031,0.509403618,0.880723083,0.933087942,,,,FALSE,FALSE,FALSE
Spis_Spis10619_1,4.658057115,-0.038613773,0.405981934,0.88069337,0.933087942,,,,FALSE,FALSE,FALSE
Spis_XP_022790356_1,2157.768801,0.024068438,0.188789558,0.880864451,0.933157364,ATP-synt_F6/,ATP_synthase_peripheral_stalk_subunit_F6,,FALSE,FALSE,FALSE
Spis_XP_022795329_1,297.0908055,0.031363884,0.275710386,0.880842289,0.933157364,AMP-binding/AMP-binding_C/,acyl_CoA_synthetase_family_member_2,,FALSE,FALSE,FALSE
Spis_XP_022796087_1,4.185405332,-0.039112275,0.422095174,0.88103192,0.933294597,7tm_1/,GPCR-rhodopsin.HG11.25:like:GPR176:likeclu:1,,FALSE,FALSE,FALSE
Spis_XP_022790115_1,13.51913661,-0.031160073,0.274545857,0.881298333,0.933488157,7tm_1/,GPCR-rhodopsin.HG13.12:NA,,FALSE,FALSE,FALSE
Spis_XP_022805137_1,39.18488458,-0.029708015,0.255301526,0.881419038,0.933488157,Neur_chan_LBD/Neur_chan_memb/,ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG,,FALSE,FALSE,FALSE
Spis_XP_022785858_1,417.6332725,-0.017252729,0.127182176,0.88136079,0.933488157,Ubie_methyltran/,coenzyme_Q5_methyltransferase,,FALSE,FALSE,FALSE
Spis_XP_022785158_1,626.6047374,0.021900177,0.168514333,0.881442247,0.933488157,,,,FALSE,FALSE,FALSE
Spis_XP_022780065_1,151.4306983,0.025456354,0.204613022,0.881407873,0.933488157,,,,FALSE,FALSE,FALSE
Spis_XP_022789544_1,3583.526405,0.028817022,0.243908415,0.881427906,0.933488157,C2/C1_1/C2/DUF1041/Membr_traf_MHD/C2/,Caps.HG1.0:UNC13A/UNC13B/UNC13C,,FALSE,FALSE,FALSE
Spis_XP_022805552_1,1.691209899,0.041275553,0.516465655,0.881601238,0.933616356,,,,FALSE,FALSE,FALSE
Spis_Spis11661_1,4.195187694,-0.039136821,0.428559517,0.881639566,0.933616767,,,,FALSE,FALSE,FALSE
Spis_XP_022805228_1,170.4026625,-0.021906963,0.169009352,0.881684039,0.933623685,Med26/TFIIS_M/,transcription_elongation_factor_A_N_terminal_and_central_domain_containing_2,,FALSE,FALSE,FALSE
Spis_XP_022792085_1,1550.802215,-0.032039324,0.290515444,0.882125501,0.933930402,Cobalamin_bind/DUF4430/,gastric intrinsic factor-like,,FALSE,FALSE,FALSE
Spis_XP_022778670_1,54.85454147,0.022783137,0.178304726,0.882090252,0.933930402,,,,FALSE,FALSE,FALSE
Spis_XP_022778585_1,6.954416696,0.03767072,0.393789575,0.882059978,0.933930402,,"mucin-22-like, partial",,FALSE,FALSE,FALSE
Spis_XP_022778916_1,4.216844878,0.039328284,0.438945041,0.882089804,0.933930402,Pkinase_Tyr/,Pkinase.HG4.1:NA,,FALSE,FALSE,FALSE
Spis_XP_022781566_1,3216.107235,0.019611121,0.148577358,0.882173687,0.933941236,Metallophos_2/,VPS29_retromer_complex_component,,FALSE,FALSE,FALSE
Spis_XP_022801183_1,252.6150063,-0.021175416,0.162998047,0.882217712,0.933947664,,,,FALSE,FALSE,FALSE
Spis_XP_022784912_1,6105.682619,-0.017914342,0.134034971,0.882379444,0.934045883,PX/Vps5/,sorting_nexin_2,,FALSE,FALSE,FALSE
Spis_Spis8986_1,17.29620542,0.038074664,0.406645691,0.882424361,0.934045883,,,,FALSE,FALSE,FALSE
Spis_Spis937_1,3.983906245,0.03920171,0.438214051,0.882397036,0.934045883,,,,FALSE,FALSE,FALSE
Spis_XP_022793798_1,5514.889458,0.02577257,0.211082419,0.88263645,0.934230193,ATP-gua_PtransN/ATP-gua_Ptrans/ATP-gua_PtransN/ATP-gua_Ptrans/,creatine_kinase_B,,FALSE,FALSE,FALSE
Spis_XP_022803474_1,2406.975288,0.022589264,0.177523106,0.882683555,0.934239867,,c_Maf_inducing_protein,,FALSE,FALSE,FALSE
Spis_XP_022790939_1,1.863983383,-0.041273288,0.561337644,0.88275017,0.93427019,CHAT/,tetratricopeptide_repeat_domain_28,,FALSE,FALSE,FALSE
Spis_XP_022809737_1,6329.368603,-0.021323246,0.165537882,0.882876889,0.934364119,Ribosomal_L34e/,ribosomal_protein_L34,,FALSE,FALSE,FALSE
Spis_XP_022810399_1,1.555367081,-0.041145266,0.605018341,0.882923366,0.934373122,,putative leucine-rich repeat-containing protein DDB_G0281931,,FALSE,FALSE,FALSE
Spis_XP_022781962_1,261.8099123,0.019466811,0.148749735,0.883148659,0.934571351,OTU/,YOD1_deubiquitinase,,FALSE,FALSE,FALSE
Spis_XP_022782191_1,4.206020811,-0.038527923,0.428322438,0.883441053,0.934769615,VWA/ILEI/fn2/fn2/fn2/fn2/fn2/fn2/fn2/fn2/fn2/fn2/fn2/fn2/fn2/fn2/,fibronectin.HG4.9:like:ELSPBP1:likeclu:0,,FALSE,FALSE,FALSE
Spis_XP_022808710_1,9.494022367,-0.036184509,0.37038664,0.883449973,0.934769615,,glutamic acid-rich protein-like,,FALSE,FALSE,FALSE
Spis_XP_022807123_1,1077.375066,0.030251433,0.2694619,0.883375077,0.934769615,AP1AR/,adaptor_related_protein_complex_1_associated_regulatory_protein,,FALSE,FALSE,FALSE
Spis_XP_022793708_1,13.07939894,-0.040782798,0.534870208,0.88362241,0.934833492,,,,FALSE,FALSE,FALSE
Spis_XP_022789304_1,1654.06101,-0.03348835,0.320475974,0.883643015,0.934833492,FGF/FGF/,FGF.HG1.39:like:FGF8/FGF17/FGF18:likeclu:34,,FALSE,FALSE,FALSE
Spis_XP_022786566_1,629.4317972,-0.025648976,0.212028172,0.883571663,0.934833492,NDK/Dpy-30/,NME_NM23_family_member_5,,FALSE,FALSE,FALSE
Spis_XP_022793579_1,23.04833252,0.030672171,0.276517043,0.883662299,0.934833492,Ldl_recept_b/Sushi/,Ldl_recept_b.HG1.4:like:EGF/LDLR/LRP1/LRP1B/LRP2/LRP4/LRP5/LRP5L/LRP6/LRP8/VLDLR:likeclu:16/18/19/20/24/27,,FALSE,FALSE,FALSE
Spis_XP_022807367_1,1584.687707,0.025883555,0.215050294,0.883703032,0.934836394,C2/,Synaptotagmin.HG4.1:SYT14/SYT16,,FALSE,FALSE,FALSE
Spis_XP_022807156_1,6623.778302,0.018028052,0.137134126,0.883959695,0.935030034,eIF-5_eIF-2B/W2/,eukaryotic_translation_initiation_factor_5,,FALSE,FALSE,FALSE
Spis_XP_022803083_1,182.1552205,0.040864163,0.569136671,0.883962074,0.935030034,,,,FALSE,FALSE,FALSE
Spis_XP_022784077_1,1.355697329,-0.040752893,0.601948565,0.884083739,0.935118532,,,,FALSE,FALSE,FALSE
Spis_XP_022793743_1,292.3803754,-0.031200459,0.286521482,0.884226017,0.935190846,VWA/,,,FALSE,FALSE,FALSE
Spis_XP_022790535_1,2954.198474,0.030334216,0.273811334,0.884228114,0.935190846,KH_1/KH_1/KH_1/KH_1/,KH.HG1.3:FUBP1/FUBP3/KHSRP,,FALSE,FALSE,FALSE
Spis_XP_022782115_1,170.835503,0.036864246,0.393135889,0.884480293,0.935417357,F-box-like/,S_phase_kinase_associated_protein_2,,FALSE,FALSE,FALSE
Spis_Spis13808_1,2.522444282,-0.038952539,0.457096154,0.884767637,0.935596154,,,,FALSE,FALSE,FALSE
Spis_XP_022792492_1,679.035321,0.029119943,0.258901105,0.884801434,0.935596154,Lactamase_B/,ETHE1_persulfide_dioxygenase,,FALSE,FALSE,FALSE
Spis_XP_022800853_1,45.62491746,0.036468255,0.386073211,0.884786065,0.935596154,Tctex-1/,Tctex1_domain_containing_1,,FALSE,FALSE,FALSE
Spis_XP_022784355_1,3.156187978,0.040549639,0.591392504,0.884797688,0.935596154,RVT_1/,retrotransposon_Gag_like_1,,FALSE,FALSE,FALSE
Spis_XP_022789723_1,57.76320561,-0.031605518,0.29582773,0.884960764,0.935724422,,,,FALSE,FALSE,FALSE
Spis_XP_022802127_1,15.30380477,0.033828375,0.33366884,0.885036727,0.935764534,,,,FALSE,FALSE,FALSE
Spis_XP_022785812_1,17.64527017,-0.037811191,0.42414411,0.885168614,0.93586377,IIGP/,immunity_related_GTPase_cinema,,FALSE,FALSE,FALSE
Spis_XP_022784467_1,7.953982862,0.034294977,0.34332633,0.88521134,0.935868734,,,,FALSE,FALSE,FALSE
Spis_XP_022810489_1,13.29152599,-0.036956477,0.402020006,0.885302075,0.935896381,7tm_2/,GPCR-secretin.HG7.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022800215_1,201.5031909,-0.026186564,0.223080009,0.885370685,0.935896381,islike:NR2E1,zf-C4_Nuclear_receptors.NR2E1/NR2E3,,TRUE,FALSE,FALSE
Spis_XP_022804322_1,303.8457649,-0.025841028,0.218899089,0.885351588,0.935896381,Stork_head/,storkhead_box_1,,FALSE,FALSE,FALSE
Spis_XP_022782242_1,371.097361,0.019598434,0.15354157,0.88544068,0.935896381,Med6/,mediator_complex_subunit_6,,FALSE,FALSE,FALSE
Spis_Spis20568_1,1.212650165,0.040120494,0.618974167,0.885465683,0.935896381,,,,FALSE,FALSE,FALSE
Spis_XP_022778859_1,1.686535837,0.040360454,0.574721011,0.885396585,0.935896381,TLD/,,,FALSE,FALSE,FALSE
Spis_Spis14485_1,52.57159891,0.03316621,0.324371411,0.885523107,0.935916876,,,,FALSE,FALSE,FALSE
Spis_XP_022808868_1,560.638641,-0.028973525,0.259616175,0.885580726,0.935937575,fn3/,titin,,FALSE,FALSE,FALSE
Spis_Spis12568_1,3.471981169,-0.036875385,0.402986494,0.885667463,0.935989046,,,,FALSE,FALSE,FALSE
Spis_XP_022807854_1,352.4163211,0.024492794,0.204355369,0.885760376,0.936008632,EMP70/,novel_protein,,FALSE,FALSE,FALSE
Spis_XP_022784110_1,7.995679416,0.038537319,0.454275159,0.88576207,0.936008632,YqaJ/,,,FALSE,FALSE,FALSE
Spis_XP_022784263_1,30.18644847,-0.026199707,0.22462913,0.885868826,0.936081247,7tm_1/,GPCR-rhodopsin.HG16.11:NA,,FALSE,FALSE,FALSE
Spis_XP_022791586_1,9603.53661,-0.024438345,0.204245575,0.885967613,0.936117401,SH3_1/,FYN_proto_oncogene_Src_family_tyrosine_kinase,,FALSE,FALSE,FALSE
Spis_XP_022795371_1,1980.653737,0.026128278,0.224070384,0.885979123,0.936117401,,,,FALSE,FALSE,FALSE
Spis_XP_022807792_1,3.185059699,-0.039724274,0.518234116,0.88607594,0.9361795,,,,FALSE,FALSE,FALSE
Spis_XP_022793364_1,648.458416,0.023864231,0.198575872,0.886284333,0.936359474,Longin/Synaptobrevin/,SEC22_homolog_B_vesicle_trafficking_protein_gene_pseudogene_,,FALSE,FALSE,FALSE
Spis_Spis22915_1,11.85836113,-0.036840364,0.409646465,0.886548215,0.936521474,,,,FALSE,FALSE,FALSE
Spis_XP_022794071_1,2285.015133,-0.022928668,0.189055764,0.886589962,0.936521474,EF-hand_7/,allograft_inflammatory_factor_1,,FALSE,FALSE,FALSE
Spis_XP_022799670_1,2993.108296,-0.014991031,0.114533492,0.886666015,0.936521474,SF3a60_bindingd/SF3A3/Telomere_Sde2_2/DUF3449/,splicing_factor_3a_subunit_3,,FALSE,FALSE,FALSE
Spis_XP_022786927_1,175.5471346,0.031607988,0.30286077,0.886530619,0.936521474,DED/,caspase_10,,FALSE,FALSE,FALSE
Spis_XP_022810428_1,460.4381899,0.039646512,0.623795819,0.88665308,0.936521474,EGF/EGF/VWA/EGF/EGF_CA/VWA/EGF/EGF/,collagen_type_XII_alpha_1_chain,,FALSE,FALSE,FALSE
Spis_Spis3260_1,1.396174787,0.039714251,0.534073401,0.886620229,0.936521474,,,,FALSE,FALSE,FALSE
Spis_XP_022788350_1,15.51459455,-0.039489112,0.518632738,0.886758912,0.936535511,,,,FALSE,FALSE,FALSE
Spis_XP_022782863_1,9.190998267,-0.037483078,0.430947294,0.886831538,0.936535511,,,,FALSE,FALSE,FALSE
Spis_XP_022780225_1,51.80941012,-0.029355243,0.269485288,0.886812296,0.936535511,ANF_receptor/ANF_receptor/Pkinase_Tyr/Guanylate_cyc/,ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7,,FALSE,FALSE,FALSE
Spis_XP_022807135_1,238.7421013,0.024533932,0.207240001,0.886738223,0.936535511,,THAP_finger.like:THAP6/THAP11,,TRUE,FALSE,FALSE
Spis_Spis18298_1,17.77729131,0.02926204,0.26849121,0.886905395,0.936573315,,,,FALSE,FALSE,FALSE
Spis_XP_022809953_1,2.11016852,0.038306581,0.464647476,0.887227116,0.936872849,,,,FALSE,FALSE,FALSE
Spis_Spis8744_1,2.707252047,-0.039260518,0.533130144,0.887877453,0.937444692,,,,FALSE,FALSE,FALSE
Spis_XP_022793714_1,2578.283158,-0.01977113,0.159206451,0.887843919,0.937444692,Tmemb_55A/,phosphatidylinositol_4_5_bisphosphate_4_phosphatase_2,,FALSE,FALSE,FALSE
Spis_XP_022789564_1,7.717540041,0.033845413,0.350339988,0.887882942,0.937444692,RVT_1/RT_RNaseH_2/Integrase_H2C2/rve/,KRAB_A_domain_containing_2,,FALSE,FALSE,FALSE
Spis_XP_022798494_1,11.84201418,-0.03780753,0.458081751,0.888201548,0.937477979,7tm_1/,GPCR-rhodopsin.HG22.0:NA,,FALSE,FALSE,FALSE
Spis_XP_022799941_1,788.2324571,-0.028707771,0.265987418,0.888371627,0.937477979,PQ-loop/PQ-loop/,cystinosin_lysosomal_cystine_transporter,,FALSE,FALSE,FALSE
Spis_XP_022800165_1,1392.558068,-0.017952286,0.142704425,0.888326812,0.937477979,Mago_nashi/,mago_homolog_B_exon_junction_complex_subunit,,FALSE,FALSE,FALSE
Spis_XP_022788405_1,251.8562296,-0.017478127,0.138254765,0.888263944,0.937477979,,transmembrane_protein_241,,FALSE,FALSE,FALSE
Spis_XP_022790280_1,1164.970918,0.019415867,0.156587861,0.888333042,0.937477979,Pex19/Pex19/,peroxisomal_biogenesis_factor_19,,FALSE,FALSE,FALSE
Spis_XP_022809619_1,48.41138786,0.025483963,0.222359883,0.888172063,0.937477979,DUF5641/,Y_box_binding_protein_3,,FALSE,FALSE,FALSE
Spis_XP_022785240_1,576.0307463,0.025834719,0.226596106,0.888131713,0.937477979,ig/,,,FALSE,FALSE,FALSE
Spis_XP_022778161_1,644.5432925,0.026345135,0.233748206,0.888360187,0.937477979,NCU-G1/,glycosylated lysosomal membrane protein B-like,,FALSE,FALSE,FALSE
Spis_XP_022799041_1,1720.833111,0.029741424,0.28123327,0.888340653,0.937477979,,SMAD_MH1.like:SMAD4,,TRUE,FALSE,FALSE
Spis_XP_022794101_1,5.686762075,0.034743081,0.371390312,0.888202416,0.937477979,zf-TRAF/,TNF_receptor_associated_factor_2,,FALSE,FALSE,FALSE
Spis_XP_022807270_1,4.086462414,0.0374579,0.44660259,0.888314979,0.937477979,REJ/GPS/PLAT/PKD_channel/,polycystin_family_receptor_for_egg_jelly,,FALSE,FALSE,FALSE
Spis_XP_022801978_1,2.364060566,0.039294705,0.60931901,0.888044169,0.937477979,,,,FALSE,FALSE,FALSE
Spis_XP_022793385_1,9.603548733,-0.036449561,0.418620539,0.888710109,0.937794955,Sushi/,sushi repeat-containing protein SRPX2-like,,FALSE,FALSE,FALSE
Spis_XP_022800037_1,1.703122794,-0.039117048,0.591332511,0.888826201,0.937837028,BTB/,BTB.HG5.1:NA,,FALSE,FALSE,FALSE
Spis_XP_022783024_1,55.86087595,0.039119364,0.563228182,0.888826201,0.937837028,,,,FALSE,FALSE,FALSE
Spis_XP_022784592_1,4143.89276,0.015299046,0.119815683,0.888966049,0.937944369,AIRS/AIRS_C/,selenophosphate_synthetase_1,,FALSE,FALSE,FALSE
Spis_XP_022806789_1,402.4677143,0.017680253,0.141276733,0.889059444,0.938002693,Pkinase/,Pkinase.HG138.0:CDK7,,FALSE,FALSE,FALSE
Spis_XP_022785982_1,3.257539478,-0.038599863,0.516047985,0.88918996,0.938070688,HTH_Tnp_4/DDE_Tnp_4/,cilia_and_flagella_associated_protein_58,,FALSE,FALSE,FALSE
Spis_XP_022799147_1,177.4866952,0.017403672,0.138926057,0.889200133,0.938070688,Methyltransf_25/,tRNA_methyltransferase_9B_putative_,,FALSE,FALSE,FALSE
Spis_XP_022803073_1,19.89931601,-0.038738445,0.61019471,0.889593203,0.938404901,,,,FALSE,FALSE,FALSE
Spis_XP_022782170_1,4.333131715,0.036416458,0.426269684,0.889579958,0.938404901,Sulfotransfer_1/,carbohydrate_sulfotransferase_3,,FALSE,FALSE,FALSE
Spis_Spis366_1,4.211311153,-0.03553578,0.402299021,0.889710128,0.938488012,,,,FALSE,FALSE,FALSE
Spis_XP_022794670_1,441.7610299,-0.025488344,0.227448323,0.889910209,0.938658826,,heat_shock_protein_family_B_small_member_11,,FALSE,FALSE,FALSE
Spis_Spis23442_1,27.90431801,0.037683312,0.480517117,0.890083231,0.938801086,,,,FALSE,FALSE,FALSE
Spis_XP_022809805_1,504.7084631,0.023396658,0.202741501,0.890201568,0.938885659,TPR_12/TPR_12/Death/,p53_induced_death_domain_protein_1,,FALSE,FALSE,FALSE
Spis_XP_022779664_1,281.1824896,0.038381896,0.621387544,0.890305275,0.938954794,,TNF_receptor_associated_factor_4,,FALSE,FALSE,FALSE
Spis_XP_022786896_1,20.95112076,0.036453738,0.436572098,0.890429392,0.939045447,DED/,,,FALSE,FALSE,FALSE
Spis_XP_022793384_1,2003.847554,0.024565932,0.217603869,0.890511991,0.939092311,Ctr/,solute_carrier_family_31_member_2,,FALSE,FALSE,FALSE
Spis_XP_022803710_1,2381.511645,0.015668653,0.125083176,0.890585785,0.93912162,DHHC/,zinc_finger_DHHC_type_palmitoyltransferase_8,,FALSE,FALSE,FALSE
Spis_XP_022795779_1,17.79895509,0.035071997,0.397798952,0.89061611,0.93912162,,,,FALSE,FALSE,FALSE
Spis_XP_022786646_1,186.4472472,-0.020911549,0.17619484,0.890698769,0.939168537,Sel1/Sel1/Sel1/Sel1/,cytochrome_c_oxidase_assembly_factor_7_putative_,,FALSE,FALSE,FALSE
Spis_XP_022802827_1,472.3684739,0.02417993,0.213913989,0.89089521,0.939335419,I-set/Ig_3/,obscurin_cytoskeletal_calmodulin_and_titin_interacting_RhoGEF,,FALSE,FALSE,FALSE
Spis_XP_022790348_1,96.03975986,0.023942465,0.211175805,0.890952167,0.939355224,BTB/BACK/Kelch_4/Kelch_6/Kelch_1/Kelch_1/Kelch_4/,BTB.HG2.7:like:CCIN/GAN/KLHL11:likeclu:13,,FALSE,FALSE,FALSE
Spis_XP_022805848_1,1.691068212,-0.037818229,0.5085255,0.891117206,0.939488977,HTH_Tnp_4/DDE_Tnp_4/,,,FALSE,FALSE,FALSE
Spis_XP_022810548_1,37.84604689,-0.038266979,0.560778961,0.891203042,0.939501312,fn3/Pkinase_Tyr/,fibronectin.HG2.4:like:AXL/MERTK/NPHS1/ROS1/TEK/TIE1/TYRO3/VSIG10L2:likeclu:13/15/17/18/24,,FALSE,FALSE,FALSE
